doporučení,Skupina_produkt,Název,Čárkód,Prodejní cena Kč,ks 3-4/2025,ks 3-4/2024,ks_měsíc_prům,obrat_měsíc_prům,marže_%,Stav zásoby (8.4.2025),Dodavatel,Členění
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Váleček nylon 6cm,8584013191501,18.0,8.0,4.0,6.0,86.0,69.0,-15.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",váleček šedo-černý 10cm,8584013251007,23.0,6.0,6.0,6.0,112.0,74.0,8.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Vanička  na barvu velká 32x33 cm,9002588405001,71.0,7.0,5.0,6.0,340.0,70.0,5.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Stírací mřížka DROP 27x29 cm,9002588404301,39.0,6.0,6.0,6.0,161.0,58.0,8.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec plochý TOP Q 20 mm žlutý ,9002588723419,25.0,8.0,4.0,6.0,123.0,85.0,5.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec umělec. č. 8,9002588750231,21.0,3.0,8.0,5.5,94.0,79.0,5.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Špachtle YORK 50MM,8595047700317,65.0,4.0,7.0,5.5,276.0,77.0,1.0,FILÁK ŠENOV s.r.o.,Drogerie/Technické/Filák
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec plochý TOP Q 60 mm žlutý ,9002588723457,54.0,7.0,4.0,5.5,241.0,82.0,18.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec zárohák 2,9002588716848,43.0,5.0,6.0,5.5,191.0,50.0,10.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štetec rozdělený CIRET Malířský ks/ různé druhy,9783598216367,15.0,10.0,0.0,5.0,61.0,458.0,108.0,TĚSNĚNÍ NÝVLT s.r.o.,Drogerie/Technické/Ciret
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec plochý TOP Q 100 mm žlutý ,9002588723488,78.0,3.0,7.0,5.0,316.0,40.0,6.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec plochý TOP Q 80 mm žlutý ,9002588723471,69.0,3.0,7.0,5.0,282.0,66.0,4.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec zárohák 1 1/2,9002588716831,38.0,4.0,6.0,5.0,155.0,43.0,9.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Thermo válec 25120 šedo černý ,8584013251205,124.0,6.0,4.0,5.0,509.0,48.0,4.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)","Průtažná fólie - ruční (Stretch foil) 50cm 1,9kg 23my 680g (120m)",8595100130020,249.0,1.0,9.0,5.0,1023.0,209.0,17.0,Den Braven Czech and Slovak a.s.,Drogerie/Technické/DEN BRAVEN
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec obyčejný  35,1000000004366,19.0,4.0,5.0,4.5,71.0,102.0,0.0,Ciret s.r.o.,Drogerie/Technické/Ciret
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Válec 25cm golden,9002588252469,139.0,3.0,6.0,4.5,511.0,59.0,8.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Brusná houba  K60,9002588600369,27.0,3.0,6.0,4.5,100.0,49.0,8.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Držadlo GRIP 10/27 cm 6 mm ,9002588225104,33.0,2.0,7.0,4.5,121.0,103.0,15.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Mřížka 18 cm ,8584013404120,15.0,1.0,8.0,4.5,56.0,64.0,8.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec plochý TOP Q 70 mm žlutý ,9002588723464,59.0,3.0,6.0,4.5,219.0,69.0,5.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Brusný papír pod vodu č.220,9002588644127,13.0,4.0,5.0,4.5,48.0,79.0,-10.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",brusný papír p 400 pod vodu,9002588650173,15.0,0.0,8.0,4.0,47.0,96.0,25.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec obyčejný  50,1000000004373,32.0,3.0,5.0,4.0,80.0,241.0,1.0,Ciret s.r.o.,Drogerie/Technické/Ciret
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)","Štětec Vala profi vel. 1,5 ",8584013729230,87.0,4.0,4.0,4.0,288.0,53.0,10.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Vanička na barvu 15x28cm,9002588404721,22.0,2.0,6.0,4.0,73.0,91.0,4.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec zárohák 1,9002588716824,32.0,5.0,3.0,4.0,106.0,41.0,12.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Špachtle YORK 60mm,8595047700416,68.0,8.0,0.0,4.0,213.0,81.0,3.0,FILÁK ŠENOV s.r.o.,Drogerie/Technické/Filák
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Zakrývací fólie 4mx5m (stavební) Super 40µm CZ/SK/PL/HU/SI,4004034605053,99.0,1.0,7.0,4.0,327.0,119.0,9.0,Den Braven Czech and Slovak a.s.,Drogerie/Technické/DEN BRAVEN
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Japon špachtle čdílná sada SB,9002588501109,55.0,2.0,5.0,3.5,153.0,69.0,1.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec natur profi 1 plochý,8584013760011,74.0,3.0,4.0,3.5,214.0,43.0,0.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec obyčejný  25,1000000004359 ,15.0,3.0,4.0,3.5,43.0,60.0,0.0,Ciret s.r.o.,Drogerie/Technické/Ciret
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec umělec. č. 10,9002588750248,21.1,4.0,3.0,3.5,60.0,71.0,4.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Waterproof P 1500 - brusný papír pod vodu arch,1000000008135,15.0,4.0,3.0,3.5,43.0,101.0,46.0,"BODY COLOR, s.r.o.",Drogerie/Technické/BODY
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Body míchací pohár 385ml -300ml,2000000009360,21.0,5.0,2.0,3.5,56.0,46.0,8.0,PPG Deco Czech a.s.,Drogerie/Technické/BODY
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Houba brusná 100 x 70 x 25 mm hrubost 120,8590804016533,26.0,1.0,6.0,3.5,74.0,98.0,3.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Brusná houba ,9002588600420,27.0,2.0,5.0,3.5,77.0,48.0,4.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)","Štětec plochý 4,0"" - světlá čínská štětina, plastové držadlo",8595026036444,129.0,7.0,0.0,3.5,373.0,46.0,0.0,Ciret s.r.o.,Drogerie/Technické/Ciret
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Qpower destilovaná voda 5l,8590273703613,70.0,3.0,3.0,3.0,167.0,107.0,5.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec na email O,9002588700502,18.0,3.0,3.0,3.0,45.0,47.0,6.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)","Štětec natur profi 2,5 plochý",8584013760035,137.0,2.0,4.0,3.0,340.0,42.0,3.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec plochý TOP Q 30 mm cream,9002588726724,34.0,0.0,6.0,3.0,84.0,48.0,0.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Zakrývací folie silná 4x5m 10my,9002588458052,49.0,0.0,6.0,3.0,119.0,79.0,0.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",body míchací pohár 750ml-600ml,5203473021489,25.0,5.0,1.0,3.0,59.0,43.0,2.0,"BODY COLOR, s.r.o.",Drogerie/Technické/BODY
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Hladítko pro brusnou mřížku 230 x 90 ,8590804004776,98.0,3.0,3.0,3.0,243.0,70.0,0.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Karosářská špachtle,9002588506043,16.0,2.0,4.0,3.0,40.0,66.0,-2.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)","Mřížka  brusná 93x290 mm, P 120, 3ks",8590804005995,25.0,2.0,4.0,3.0,62.0,80.0,3.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)","Štětec plochý 2,5"" - světlá čínská štětina, plastové držadlo",8595026036413,72.0,5.0,1.0,3.0,176.0,63.0,6.0,Ciret s.r.o.,Drogerie/Technické/Ciret
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Osmo vložka vyměnitelná pro vaničku lakovací 25cm,2000000100272,62.0,1.0,5.0,3.0,149.0,32.0,13.0,PROZK s.r.o.,Drogerie/Technické/Osmo
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Destilovaná voda 10 litr ,8595030521257,142.0,4.0,2.0,3.0,339.0,47.0,2.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec Voďák 30mm,9002588724324,45.0,2.0,4.0,3.0,106.0,46.0,5.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Štětec voďák 40mm,9002588724331,58.0,0.0,6.0,3.0,144.0,52.0,7.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)","Štětec zárohák 2,5",9002588716855,52.0,2.0,4.0,3.0,127.0,49.0,11.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Váleček na radiátory Nylon 100 mm,9002588200156,22.0,2.0,4.0,3.0,51.0,72.0,13.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)",Váleček na lak 110 mm zaoblený ,9002588224961,23.0,2.0,4.0,3.0,56.0,60.0,9.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,"Malířské potřeby (štětce, válečky, fólie, brusivo)","Fólie zakrývací HDPE 4x12,5m, 0,0045mm, skládaná",4013307318279,55.0,6.0,0.0,3.0,136.0,136.0,23.0,Ciret s.r.o.,Drogerie/Technické/Ciret
jádro,Ochranné pomůcky,"Rukavice pracovní PETRAX, velikost 10",8592229374809,59.0,10.0,6.0,8.0,390.0,57.0,13.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
jádro,Ochranné pomůcky,Rukavice prac. PETRAX vel. 8 pro alergiky ,8592229374793,59.0,6.0,6.0,6.0,287.0,78.0,3.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
jádro,Ochranné pomůcky,"Rukavice profi M,L 1+1",8595599101624,28.0,10.0,0.0,5.0,58.0,139.0,7.0,Petr Turek,Drogerie/Drogerie/Turek
jádro,Ochranné pomůcky,Rukavice ALLSTAR soft vel.9 L SOFT,9002588427522,45.0,7.0,1.0,4.0,149.0,55.0,0.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,Ochranné pomůcky,"Rukavice pracovní PETRAX, vel.11",8592229374816,65.0,4.0,4.0,4.0,210.0,73.0,17.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
jádro,Ochranné pomůcky,Rukavice pracovní PETRAX vel. 9 ,8592229374779,59.0,2.0,6.0,4.0,195.0,56.0,4.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
jádro,Ochranné pomůcky,Rukavice ALLSTAR  vel. 8 M CRINKLE,9002588426419,49.0,3.0,4.0,3.5,142.0,69.0,0.0,Schuller Eh'klar s.r.o.,Drogerie/Technické/Schuller
jádro,Ochranné pomůcky,Zátky do uší,8592229375059,10.0,0.0,6.0,3.0,25.0,175.0,0.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
jádro,Ochranné pomůcky,"Rukavice pracovní GREEN TOUCH, velikost 10",8592390035554,55.0,0.0,6.0,3.0,134.0,56.0,10.0,EURO NÁŘADÍ s.r.o.,Drogerie/Technické/Euronářadí
jádro,Ochranné pomůcky,Špunty do uší  4111 CLASSIC ,8592081004630,23.0,6.0,0.0,3.0,57.0,211.0,1.0,"M.A.T. Group, s.r.o.",Drogerie/Drogerie/MAT
jádro,"Podpalovače, topení, zapalování",Pepo pevný podpalovač 40 ks,8595009210694,35.0,23.0,35.0,29.0,832.0,46.0,38.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Technické/BAL
jádro,"Podpalovače, topení, zapalování",Turbo zapalovače,8594029216204,15.0,2.0,5.0,3.5,43.0,57.0,24.0,JAROMÍR HUTLA - BATTERY CENTER s. r. o.,Drogerie/Elektro/Hutla
jádro,"Podpalovače, topení, zapalování",Pepo dřevitá vlna 32ks,8595009289164,90.0,2.0,4.0,3.0,223.0,44.0,5.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,"Semena, hnojiva, ochrana rostlin",Semena 2*,1000000008272,23.0,86.0,88.0,87.0,1946.0,42.0,0.0,JHPAP s.r.o.,Drogerie/Drogerie/JHPAP
jádro,"Semena, hnojiva, ochrana rostlin",Semena 4*,1000000008296,42.0,41.0,48.0,44.5,1669.0,44.0,0.0,JHPAP s.r.o.,Drogerie/Drogerie/JHPAP
jádro,"Semena, hnojiva, ochrana rostlin",Semena 1*,1000000008265,19.0,26.0,19.0,22.5,366.0,107.0,8.0,BIOM s.r.o.,Drogerie/Drogerie/Biom
jádro,"Semena, hnojiva, ochrana rostlin",Skalice zelená 1000 gr  Forestina,8595030510220,69.0,2.0,11.0,6.5,362.0,53.0,6.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,"Semena, hnojiva, ochrana rostlin",Bioseptik 100g,8594163210014,85.0,6.0,5.0,5.5,384.0,47.0,4.0,Radek Sojka,Drogerie/Drogerie/Sojka
jádro,Svíčky a hřbitovní zboží,Hřbitovní patrona malá 120g bílá 2DNY,8595052996392,25.0,6.0,15.0,10.5,201.0,88.0,22.0,Z - TRADE s. r. o.,Drogerie/Drogerie/Z-trade
jádro,Svíčky a hřbitovní zboží,"Hřbitovní náplň patrona střední 180 g 2,5DNE",8595052962991,32.0,12.0,4.0,8.0,206.0,69.0,5.0,Z - TRADE s. r. o.,Drogerie/Drogerie/Z-trade
jádro,Svíčky a hřbitovní zboží,Svíčka theresia 58 hod. červená,8592001003774,26.0,6.0,1.0,3.5,75.0,51.0,27.0,Z - TRADE s. r. o.,Drogerie/Drogerie/Z-trade
jádro,Svíčky a hřbitovní zboží,Madona svíčka 2dny s víčkem,8592001232037,27.0,0.0,6.0,3.0,67.0,49.0,9.0,Z - TRADE s. r. o.,Drogerie/Drogerie/Z-trade
jádro,Svíčky a hřbitovní zboží,"Svíčka theresia 4,5dne",8592001003828,47.0,6.0,0.0,3.0,117.0,39.0,0.0,Z - TRADE s. r. o.,Drogerie/Drogerie/Z-trade
jádro,Vodoinstalace a hadice,Objímka trubková 2- šroub 31- 38 mm,1000000010794,16.0,50.0,0.0,25.0,331.0,90.0,18.0,V A K S T A V spol. s r. o. Jablonné n. Orlicí,Drogerie/Technické/Vakstav
jádro,Vodoinstalace a hadice,Objímka stahovací 20 - 32,1003000009065,10.0,4.0,33.0,18.5,150.0,241.0,7.0,V A K S T A V spol. s r. o. Jablonné n. Orlicí,Drogerie/Voda/Objímky
jádro,Vodoinstalace a hadice,EP PPR KOLENO 90o 20MM,2000000000541,8.0,26.0,3.0,14.5,93.0,88.0,20.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,Objímka stahovací 12 - 20,1000000009033,8.0,12.0,15.0,13.5,89.0,200.0,11.0,V A K S T A V spol. s r. o. Jablonné n. Orlicí,Drogerie/Voda/Objímky
jádro,Vodoinstalace a hadice,"Objímka trubková 2- šroub 54 - 59mm, 53-57",1000000010763,22.0,25.0,2.0,13.5,245.0,52.0,68.0,V A K S T A V spol. s r. o. Jablonné n. Orlicí,Drogerie/Technické/Vakstav
jádro,Vodoinstalace a hadice,Objímka stahovací 8 -12,2000000000503,8.0,15.0,11.0,13.0,84.0,191.0,69.0,V A K S T A V spol. s r. o. Jablonné n. Orlicí,Drogerie/Voda/Objímky
jádro,Vodoinstalace a hadice,Objímka stahovací 16 - 25,1000000009040,9.0,8.0,17.0,12.5,91.0,237.0,32.0,V A K S T A V spol. s r. o. Jablonné n. Orlicí,Drogerie/Voda/Objímky
jádro,Vodoinstalace a hadice,PŘÍCHYTKA NA POTRUBÍ 25MM,9783598215599,8.0,5.0,16.0,10.5,69.0,97.0,21.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,Objímka stahovací 32 - 50,1000000009064,10.0,10.0,10.0,10.0,83.0,199.0,44.0,V A K S T A V spol. s r. o. Jablonné n. Orlicí,Drogerie/Voda/Objímky
jádro,Vodoinstalace a hadice,Objímka stahovací 25 - 40,1000000009057,10.0,1.0,18.0,9.5,76.0,294.0,28.0,V A K S T A V spol. s r. o. Jablonné n. Orlicí,Drogerie/Voda/Objímky
jádro,Vodoinstalace a hadice,"EP MS VSUVKA 3/4""",2000000002163,48.0,4.0,13.0,8.5,305.0,61.0,11.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,TUBEX STANDARD IZOLACE 20X10MM,2000000000671,12.0,8.0,8.0,8.0,73.0,48.0,24.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,TUBEX STANDARD IZOLACE 20X6MM,2000000000747,9.0,0.0,12.0,6.0,45.0,126.0,14.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice, PŘÍCHYTKA NA POTRUBÍ 20MM_x000D_,9783598215582,8.0,12.0,0.0,6.0,37.0,107.0,48.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,"PP-RCT TRUBKA EVO 25X2,8X4000MM S 4 cena za    !!1M!!!",8595185401398,60.0,8.0,4.0,6.0,298.0,47.0,28.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,EP KGEM KANALIZAČNÍ TRUBKA 110/ 500MM,8600198007359,108.0,5.0,6.0,5.5,473.0,90.0,14.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,Objímka stahovací 10-16,1000000009026,8.0,6.0,5.0,5.5,36.0,224.0,37.0,V A K S T A V spol. s r. o. Jablonné n. Orlicí,Drogerie/Voda/Objímky
jádro,Vodoinstalace a hadice,EP PPR T-KUS REDUKOVANÝ 25 X 20 X 25 MM,2000000000626,15.0,6.0,4.0,5.0,62.0,128.0,20.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,EP HTEM TRUBKA ODPADNÍ 40/ 250MM,4002644090122,35.0,5.0,5.0,5.0,145.0,128.0,19.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,EP HTB KOLENO 50MM 45o,8600198009773,24.0,5.0,4.0,4.5,89.0,151.0,9.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,"SCHELL-ROH.VENTIL 1/2""X 3/8"" BEZ MATKY  (COMFORT)",4021163107579,189.0,0.0,9.0,4.5,664.0,77.0,0.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,"ND perlátor Raf M24x1na ploché ramínko, vnější závit",2000000002453,45.0,0.0,9.0,4.5,156.0,60.0,47.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,EP HTEM TRUBKA ODPADNÍ 50/ 250MM,4002644090139,39.0,7.0,1.0,4.0,129.0,138.0,18.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,Objímka stahovací 80 -100,2000000000121,16.0,4.0,4.0,4.0,50.0,365.0,26.0,PPG Deco Czech a.s.,Drogerie/Voda/Objímky
jádro,Vodoinstalace a hadice,"EP MS REDUKCE 3/4"" X 1/2""",2000000001968,39.0,4.0,3.0,3.5,110.0,85.0,16.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,EP HTEM TRUBKA ODPADNÍ 50/ 500MM,4052836120205,44.0,7.0,0.0,3.5,127.0,116.0,20.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,EP KGB KANALIZAČNÍ KOLENO 110MM 87o,8600198021102,85.0,3.0,4.0,3.5,232.0,186.0,11.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,EP PPR NÁTRUBEK 20MM,2000000000718,12.0,7.0,0.0,3.5,35.0,202.0,21.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,FV PPR ZÁSLEPKA 20MM,2000000000831,9.0,6.0,1.0,3.5,25.0,120.0,17.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,"HTEM DN/OD TRUBKA 125 x3,1/ 500MM",4052836160201,124.0,1.0,5.0,3.0,277.0,94.0,0.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,"EP MS PRODLOUŽENÍ 1/2"" X 10MM",2000000001838,34.0,4.0,2.0,3.0,84.0,122.0,22.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,"EP HTB KOLENO 40MM 87,5o",8600198009902,21.0,1.0,5.0,3.0,51.0,183.0,20.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,"EP HTB KOLENO 50MM 87,5o",8600198009919,24.0,5.0,1.0,3.0,59.0,136.0,16.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,EP KGB KANALIZAČNÍ KOLENO 110MM 45o,8600198021089,72.4,0.0,6.0,3.0,150.0,163.0,10.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,EP KGEM KANALIZAČNÍ TRUBKA 125/ 500MM,4052836160201,124.0,1.0,5.0,3.0,277.0,94.0,12.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,EP PPR KOLENO 90o 25MM,2000000000558,16.0,2.0,4.0,3.0,40.0,147.0,37.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Vodoinstalace a hadice,VENTIL NAPOUŠTĚCÍ ALCAPLAST A150UNI,8595580570637,269.0,0.0,6.0,3.0,667.0,71.0,4.0,"TRIKER, a.s.",Drogerie/Voda/Triker
jádro,Úklid a čisticí prostředky,Osvěžovač vzduchu -různé druhy 1+1 ,8423537015934,29.0,14.0,3.0,8.5,121.0,84.0,27.0,VELKOOBCHOD FAVE s.r.o.,Drogerie/Drogerie/FAVE
jádro,Úklid a čisticí prostředky,Solvina 500g,85939448,24.0,15.0,0.0,7.5,149.0,297.0,26.0,Petr Zachař,Drogerie/Drogerie/Zachař
jádro,Úklid a čisticí prostředky,Praganda 250 gr ,8595005007021,16.0,7.0,7.0,7.0,96.0,70.0,31.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,Úklid a čisticí prostředky,Domestos Extended Power 2l Pine,5996037079544,59.0,0.0,13.0,6.5,317.0,96.0,0.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,Úklid a čisticí prostředky,Pytle na odpadky 50ks 70x60 VIGO 60L,5902841470262,39.0,2.0,10.0,6.0,184.0,67.0,5.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Drogerie/BAL
jádro,Úklid a čisticí prostředky,Lopatka Economy 0220712 samostatně,8590786227125,29.0,0.0,12.0,6.0,120.0,88.0,5.0,Petr Turek,Drogerie/Drogerie/Turek
jádro,Úklid a čisticí prostředky,Q PowerBlue blok nádrž WC,8590273703569,39.0,4.0,5.0,4.5,130.0,50.0,5.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,Úklid a čisticí prostředky,"Savo 1,2l ",8710522604991,67.0,2.0,7.0,4.5,249.0,50.0,16.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,Úklid a čisticí prostředky,Pytel 170 l-100x125/60mm černé,8594179601257,88.0,3.0,6.0,4.5,327.0,48.0,9.0,Restart Company s.r.o.,Drogerie/Drogerie/Restart
jádro,Úklid a čisticí prostředky,Savo proti plísni 500 ml rozprašovač,8594005390225,99.0,4.0,5.0,4.5,368.0,49.0,4.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
jádro,Úklid a čisticí prostředky,Savo 4kg,8710522605066,196.0,4.0,4.0,4.0,599.0,61.0,2.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Technické/BAL
